combo,case_id,fss_tier,topic,rules,overpromoted,fact
fictitious_entry_high,FSS2409-07-가,HIGH,수익통계 / 결산시점,L1-05+L2-03+L3-02+L3-04+L4-03,False,"""회사는 재무제표상 목표 당기순이익 달성을 위해 기말 재고자산명세를 증액 조작하고, 재고자산의 손상을 인식하지 않는 등의 방법으로 재고자산을 허위로 과대계상하였다."""
fictitious_entry_high,FSS2505-01,HIGH,수익통계,L3-02+L3-11+L4-01+L4-03,False,"""회사는 1)허위 세금계산서를 발행하거나, 2)수출신고서에 수출품의 단가와 수량을 실제보다 과도하게 조작하고, 3)수익인식조건(ex 검수조건부, FOB 등)이 충족되지 아니하였음에도 매출을 조기에 인식하는 방법으로 매출을 과대계상하였다. 경영진을 비롯한 영업팀, 회계팀이 매출 조작방식을"
fictitious_entry_high,FSS2505-02,HIGH,수익통계,L3-02+L3-11+L4-01+L4-03,False,"""사업부문은 허위로 매출 관련 증빙을 작성하고 경영지원팀은 이러한 증빙이 가공의 서류라는 점을 인지하면서도 세금계산서를 발행하는 방식으로 허위 매출을 인식하였다. 또한 외부감사인 재고실사시 조직적으로 허위 데모장비 매출 관련 재고자산을 은폐하였다."""
fictitious_entry_high,FSS2512-01,HIGH,수익통계,L3-02+L3-03+L3-04+L4-03+L4-04,False,"""회사는 상품의 인도 없이 자금의 유출입만 발생하여 거래의 실질이 자금대여거래에 해당함에도, 거래당사자 간 세금계산서 발행으로 외관을 형성하고 허위매출 및 매출원가를 인식하였다. 또한, 기말시점에 가공의 재고자산 계상 사실을 은폐하고자 외부감사인의 재고실사 일정에 맞추어 매입처로부터 임"
fictitious_entry_high,FSS2512-06,HIGH,결산시점,L3-02+L3-04+L4-01+L4-04,False,"""이미 판매완료된 제품의 생산과정에 투입된 원부자재를 매출원가로 인식하는 대신 가공의 재고자산으로 허위 계상하는 방식으로 당기순이익 및 자기자본을 과대(과소)계상하였다. 또한 … 원재료 보관처(하청 제조업체)에 허위의 회신을 요구하는 등 외부감사를 방해하였다."""
embezzlement_concealment_high,2018-2019-17,HIGH,중복자금유출,L1-06+L2-03+L3-09+L4-03,False,"F사 최대주주이자 대표이사인 A는 F사의 구매팀을 없애는 대신, 차명으로 G사를 설립하여 G사가 F사 제품 생산에 필요한 원재료 일체를 구매하여 제공하도록 하였다. F사는 G사에게 원재료 구입전 구매금액의 30%를 미리 지급하도록 계약을 체결하였고, 이러한 계약을 기초로 F사는 원재료 "
embezzlement_concealment_high,2018-2019-18,HIGH,수익통계,L2-02+L3-02+L3-11+L4-01+L4-03,False,"S사는 X4년 연결 및 별도재무제표에서 제조되지 않거나 출고되지 않은 상품을 매출로 계상하는 등의 방법으로 매출 및 매출원가를 허위계상하고, 거래처에 자금을 대여한 후 이를 통해 매출 대금이 회수된 것으로 가장하여 대손상각비 계상을 회피함"
embezzlement_concealment_high,2010-가-A,HIGH,수익통계,L2-03+L3-02+L4-01+L4-03,False,"前대표이사가 회사자금을 유출한 사실을 은폐하기 위하여 상품을 허위 매입하여 물류창고에 보관하고 있는 것처럼 조작하여 상품 재고자산 허위 계상, 허위 매입한 상품에 대하여 세금계산서를 발행·매출처리하여 매출채권 허위계상"
embezzlement_concealment_high,2010-나-B,HIGH,중복자금유출,L2-02+L3-02+L4-03,False,경영진의 횡령·실적 왜곡 등으로 발생한 순자산 부족액을 은폐하기 위해 매출채권 등의 자산을 허위로 계상하거나 매입채무 등의 부채를 과소계상
embezzlement_concealment_high,2010-다-C,HIGH,중복자금유출,L1-06+L1-07+L2-02+L2-05,False,"회계팀 자금담당 차장 OOO가 해외자회사에 대한 매출채권을 회사의 승인없이 임의로 거래은행에서 할인하여 개인적인 용도로 유용한 뒤, 횡령한 매출채권의 만기에는 다른 매출채권을 할인하여 횡령한 매출채권이 정상적으로 추심된 것처럼 가장하는 방법으로 총 횡령"
embezzlement_concealment_high,2010-아-G,HIGH,수익통계,L2-03+L3-02+L4-01+L4-03,False,"도급순위를 제고하기 위하여 도급계약서 등을 허위로 작성하는 방법으로 가공매출 및 가공매출원가를 계상하고, 이로 인해 발생한 순자산부족액을 은폐하기 위하여 가공자산 등을 계상하여 자기자본을 과대계상"
embezzlement_concealment_high,2010-라-K,HIGH,중복자금유출,L2-02+L3-02+L4-03,False,전 대표이사의 횡령사실 은폐를 위해 주식을 취득한 것으로 허위계상
embezzlement_concealment_high,2010-다-P,HIGH,중복자금유출,L1-07+L2-02+L3-09+L4-03,False,"회사는 대여사실을 은폐하기 위해 허위로 회계처리함으로써 계약서 등 지급근거가 없고 충분한 담보도 확보되지 않은 동 대여금에 대해 대손충당금을 과소계상, 회사의 임원 등에게 급여외 보수를 지급하면서 자문료 명목으로 선급금으로 허위 계상"
embezzlement_concealment_high,2010-마-R,HIGH,중복자금유출,L2-01+L2-02+L3-02+L4-03,False,전 실질사주의 횡령으로 발생한 순자산 부족액을 은폐하기 위하여 가공의 계약서 등을 작성하고 자산부족액을 선급금·대여금 등의 여러 계정으로 나누어 회계처리
embezzlement_concealment_high,2010-바-S,HIGH,중복자금유출,L2-02+L2-05+L3-02+L4-03,False,"기 횡령된 자금을 은폐하기 위하여 허위계상된 단기대여금에 대해, 일시 차입한 사채 자금을 이용하여 대차대조표일 이후 동 단기대여금이 회수된 것처럼 처리, 이후 지분법투자주식 취득가액을 부풀리는 방법으로 허위계상"
embezzlement_concealment_high,2010-가-Aa,HIGH,중복자금유출,L1-06+L1-07+L2-02+L4-03,False,자금팀 직원이 금융기관 담당자와의 공모를 통해 약 160여 차례에 걸쳐 회사 계좌에서 본인의 계좌로 자금을 무단이체하는 방식으로 총 횡령
embezzlement_concealment_high,2010-나-Hh-1,HIGH,중복자금유출,L2-02+L2-05+L3-02+L4-03,False,"차기 대표이사가 상장폐지사유를 모면하기 위해 자회사 명의 차입금을 입금하면서 회사의 채무자로부터 직접 변제받은 것처럼 가장하여, 허위로 대손충당금을 환입하거나 대손충당금을 설정하지 아니함"
embezzlement_concealment_high,2010-나-Hh-2,HIGH,수익통계,L2-03+L3-02+L4-01+L4-03,False,회사는 상장폐지사유를 모면하기 위해 다른 회사간 상품거래에 개입하여 실물이동 없이 세금계산서 등을 수수하고 타인의 자금을 이용하여 자금거래가 있는 것처럼 가장하여 매출액 및 매출원가를 허위계상
embezzlement_concealment_high,2010-다-Ll,HIGH,중복자금유출,L1-07+L2-02+L3-02+L4-03,False,"회사 前실질경영자가 임의로 사채업자 등으로부터 자금을 차입하여 유용하였음에도, 동 부채 반영시 상장폐지요건에 해당됨에 따라 관련 회계처리를 누락하여 부채 과소계상, 허위의 경영권양수도계약을 체결하고 대표이사가 사채업자로부터 차입한 자금으로 법무법인과 에스크로 계약을 체결하였음에도 경영권"
embezzlement_concealment_high,A5-나-K,HIGH,중복자금유출,L1-06+L1-07+L2-02+L3-02+L4-03,False,"자금팀장 J가 자금거래 관련 증빙을 위·변조하거나 장부에 누락하는 방법으로 자금을 횡령함으로써, 제13기(X1년)부터 제17기(X5년)까지 매 회계연도말 현재 현금및현금등가물 등의 자산을 각각 과대계상. J가 횡령 관련 금융거래처에 대한 자금입출금, 거래승인, 잔액조회를 직접 담당하는 "
embezzlement_concealment_high,A5-다-T,HIGH,중복자금유출,L1-05+L2-02+L3-02+L4-03,False,"대표이사가 회사자금을 무단 인출하고 이를 상환하지 못하고, 동 대표이사의 차입금에 담보로 제공한 회사예금이 상계처리되어 회사의 자금이 부족하자, 이를 은폐할 목적으로 제3자 명의로 발행된 양도성예금증서를 매입한 것처럼 회계장부 및 취득증빙 등을 조작하여 단기금융상품 722억원을 허위로 "
embezzlement_concealment_high,A5-마-V,HIGH,중복자금유출,L1-05+L2-02+L3-02+L4-03,False,"대표이사의 회사자금 무단인출로 현금시재가 장부잔액보다 106억원 부족한 것을 은폐하기 위하여, 사채업자로부터 일시적으로 빌린 자기앞수표 4매를 이용하여 현금및현금등가물 106억원을 허위계상하고 특수관계자와의 거래내용을 주석으로 기재하지 아니함"
embezzlement_concealment_high,A5-사-E,HIGH,중복자금유출,L1-05+L2-02+L3-02+L4-03,False,"대표이사가 회사자금을 무단 인출하였으나 이를 은폐하기 위해, 종업원에게 대여한 것처럼 허위의 금전소비대차계약서를 작성하는 방법으로 단기대여금을 허위로 계상하고 주석에도 종업원에게 대여한 것으로 허위표시한 사실이 있음"
embezzlement_concealment_high,2012-바-A,HIGH,중복자금유출 / 승인통제,L1-04+L1-05+L1-07+L2-02,False,"회사가 추진 중이던 유상증자를 성사시키기 위해 회사자금을 인출하여 시세조종전문가에게 회사주식 시세조종자금으로 지급하였음에도, 신규사업 추진을 위한 정상적인 대여금인 것처럼 허위계상. 계약서 및 이사회결의 없이 폐업업체에게 수시로 자금을 송금한 후, 사후적으로 미상환 잔액에 대하여 대여계"
embezzlement_concealment_high,2012-바-다,HIGH,중복자금유출,L1-05+L2-02+L2-05+L3-01,False,"등기이사·최대주주 겸 업무집행지시자가 P사 등 5인의 명의를 이용하여 횡령한 금액을 단기대여금으로 허위계상한 후, 횡령사실을 은폐하기 위해 동 단기대여금을 타사 주식을 취득한 것처럼 계정대체하는 방법으로 지분법적용투자주식을 과대계상"
embezzlement_concealment_high,2012-사-A,HIGH,중복자금유출 / 결산시점,L1-05+L2-05+L3-04,False,"회사의 전 대표이사는 자신과 재무담당 부사장의 횡령으로 인한 불법행위미수금이 회수된 것처럼 회계처리하기 위하여, 결산일 이후에 대표이사가 소유하고 있는 자산가치가 없는 비상장법인의 주식을 회사에 무상양도한 후, 동 사실을 근거로 대손충당금을 환입처리"
embezzlement_concealment_high,2012-아-마,MEDIUM,중복자금유출,L1-07+L2-02+L2-03,True,리베이트 제공 목적의 부외자금을 조성하기 위해 회사가 제공받지 않은 용역에 대해 대금을 송금한 후 돌려받는 방법으로 매립시설 등 유형자산을 허위로 계상
embezzlement_concealment_high,2012-타-가,HIGH,중복자금유출 / 수익통계,L1-05+L2-02+L3-02+L4-01,False,"업무집행지시자(회장)의 배임·횡령, 가공매출 계상 등 불법행위의 결과로 회사에 존재하지 않는 예금 및 약정투자자산을 통장, 은행조회서 등을 위조하여 실재하는 것처럼 회계처리"
embezzlement_concealment_high,2011-가-다,HIGH,수익통계,L2-03+L3-02+L3-11+L4-01+L4-03,False,"관리종목 지정을 회피할 목적으로 실제 거래가 없음에도 허위의 세금계산서를 발급하여 매출로 인식하였고, 출고되지 않은 상품까지 매출로 인식하였으며, 자회사 등 타사의 매출을 회사의 매출로 계상하는 등 매출 및 매출원가를 과대 계상. 매출의 대부분(85.0%)이 당기 중 신규사업에서 발생한"
embezzlement_concealment_high,2011-나-나,HIGH,중복자금유출 / 승인통제,L1-05+L1-06+L2-02,False,회사의 재무담당임원이 회사자금 운용 수익을 영업용 비자금으로 사용하기 위하여 회사자금을 유가증권에 투자하여 운용하는 과정에서 자금운용을 의뢰받은 자가 동 자금을 횡령하여 선물투자 등으로 사용하여 소진되었음에도 이를 올바르게 회계처리하지 아니함
embezzlement_concealment_high,2011-나-바,HIGH,중복자금유출,L1-05+L2-02+L4-03,False,사실상 가치가 없는 해외소재 FF사 주식에 대하여 전 대표이사가 취득대가를 지급하지 않았음에도 이를 취득한 것처럼 처리하여 지분법적용 투자주식을 허위계상
embezzlement_concealment_high,2011-나-사,HIGH,중복자금유출,L1-05+L2-02+L3-04+L4-03,False,전 대표이사가 대차대조표일 이후에 거액의 횡령금을 회사에 반환한 즉시 동 자금으로 완전자본잠식상태인 GG사 주식을 동사의 주주간 최근 매매가액에 비해 22.5배에 달하는 고가에 취득하였다는 점 등에서 회사 주장의 신뢰성을 충분히 의심할 수 있는 상황
embezzlement_concealment_high,2011-다-다,HIGH,중복자금유출,L1-05+L2-02+L2-05+L3-01,False,"회장(등기이사) 겸 최대주주인 업무집행지시자가 CC사 등 5인의 명의를 이용하여 자금을 횡령하고 이를 은폐하기 위하여 단기대여금으로 허위계상하였고, 그 중 일부 단기대여금은 주식으로 계정 대체하는 방법으로 처리하여 결과적으로 지분법적용투자주식을 과대계상"
embezzlement_concealment_high,2011-라-라,HIGH,중복자금유출,L1-05+L2-02+L4-03,False,前 최대주주의 회사자금 무단유출 사실을 은폐하기 위해 특허권의 실제 취득가액보다 약 100배 가량 높이는 방법으로 거래 상대방과 허위로 매매계약을 체결하여 특허권을 과대계상
embezzlement_concealment_high,2011-라-마,HIGH,중복자금유출 / 결산시점,L1-05+L2-02+L3-04+L4-03,False,기중 유상증자 직후 선급금 지급 등의 명목으로 유출한 자금을 기말에 회수한 것처럼 회계처리하기 위해 업무집행지시자가 사채업자로부터 차입한 자금을 현금및현금성자산으로 허위계상(동 자금은 감사보고서 제출 익일에 인출되어 동 차입금 상환에 사용)
embezzlement_concealment_high,2015-다,MEDIUM,수익통계,L2-03+L3-02+L4-03,True,회사는 자본잠식으로 인해 관리종목으로 지정되는 것을 회피하기 위해 부실채권을 우량 거래처의 개별 매출채권 및 선급금 잔액에 안분하는 방식으로 매출채권 등을 허위계상하여 당기순이익 및 자기자본을 과대계상함. 감사인이 발송한 조회서 상의 허위잔액에 대해 '이상없음'을 적시하여 회신하도록 거
embezzlement_concealment_high,2015-라,MEDIUM,계정분류,L2-03+L3-02+L4-03,True,"타처보관 재고자산 등 수량 조작, 부실채권을 가공의 재고자산으로 대체계상, 재고자산 단가를 임의적용하거나 원재료 매입단가를 부풀리는 방법으로 재고자산을 과대계상함"
embezzlement_concealment_high,2015-아,HIGH,중복자금유출,L1-05+L2-02+L3-02+L4-03,False,"자회사를 설립하여 6백만불을 송금하고, 송금후 1~2일내 전액 불법인출하여 자회사가 보유한 자산이 없는 등 지분법적용투자주식의 가치가 없음에도 불구하고, 자회사가 송금받은 거액의 예금자산을 보유하고 있는 것처럼 은행 조회서를 위조하는 등의 방법으로 자회사에 대한 지분법 적용투자주식을 허"
embezzlement_concealment_high,A-2유형-가,HIGH,중복자금유출 / 수익통계,L1-05+L2-02+L3-02+L4-01+L4-03,False,"회사는 제37기에 대표이사가 사채업자로부터 자금을 차입하여 경영권 취득후 회사자금을 무단 인출하고 이를 은폐하기 위하여 단기대여금을 과대계상하는 한편, 상품매입으로 처리한 후 가공의 매출을 계상함으로써 매출채권 과대계상"
embezzlement_concealment_high,A-2유형-바,HIGH,중복자금유출,L1-05+L2-02+L3-01+L4-03,False,"경영진의 영업활동과 관계없는 어음·수표 발행 등으로 인한 자금유출액 10,486백만원에 대하여 회수가능성이 없음에도, 현금및현금등가물과 선급금으로 가공계상하고, 일부는 매입채무와 상계처리함으로써 당기순이익 및 자기자본을 과대계상"
embezzlement_concealment_high,A-2유형-자,HIGH,중복자금유출,L1-05+L2-02+L3-02+L4-03,False,회사 자금의 부당인출을 은폐할 목적으로 ⃝⃝사와 허위의 영업권 이전 계약서를 작성하고 가공의 선급금을 계상. 회사 자금의 부당인출을 은폐할 목적으로 주식 취득 대금을 지급한 것처럼 회계처리하여 지분법적용투자주식을 과대계상함
embezzlement_concealment_high,2016-가(지분직원횡령),HIGH,중복자금유출,L1-06+L2-02+L3-03,False,회사 직원이 회사 소유 계열사 주식을 무단 매도하여 소유 주식수가 감소하였음에도 이를 재무제표에 반영하지 않음으로써 지분법적용투자주식을 과대계상함
embezzlement_concealment_high,2013-나(지분법허위),HIGH,중복자금유출,L1-05+L2-03+L3-02+L4-03,False,"아무런 공장시설 및 실체가 없는 페이퍼컴퍼니를 이용하여 사채업자를 통해 융통된 자금으로 사모증자 형식으로 가장납입하고 그 증자대금으로 페이퍼컴퍼니의 지분 100%를 취득한 것처럼 가장하였으나 자금추적 결과 사채업자 차입금을 상환하였고 페이퍼컴퍼니는 매출, 본사 및 공장이 존재하지 않는 "
embezzlement_concealment_high,2013-나(선급금횡령),HIGH,중복자금유출,L1-05+L2-02+L2-03+L3-02+L4-03,False,"전 등기이사 겸 실질사주 등의 횡령사실을 은폐하기 위해 거래업체와 허위의 계약서, 세금계산서 등을 작성하여 매출채권, 선급금 및 대여금 등으로 인식하고, 사채업자에게 자금을 빌려 일시적으로 은행에 입금하는 등 자산을 허위계상"
embezzlement_concealment_high,2018-다(매도가능증권허위),HIGH,중복자금유출,L2-03+L3-02+L3-04+L4-03,False,동 매도가능증권에 대한 손상 인식을 막기 위해 회사 자금을 허위로 지급하고 자금이 정상 회수된 것으로 가장함
embezzlement_concealment_high,2018-가(직원횡령),HIGH,중복자금유출,L1-06+L2-02+L3-02+L4-03,False,자금 및 회계를 담당하던 직원이 본인의 주식투자 손실을 만회하기 위하여 회사 자금을 횡령한 후 현금 등 자산을 가공으로 계상하거나 매입채무 등 부채를 누락시켰음에도 이를 인지하지 못해 당기순이익 및 자기자본을 과대계상함
embezzlement_concealment_high,2018-바(선급금횡령),HIGH,중복자금유출,L1-05+L2-02+L3-02+L4-03,False,"전대표이사는 허위 거래나 가격을 부풀린 거래 등을 통해 회사 자금을 횡령하였고, 이 과정에서 회사 재무제표에 선급금 및 유형자산 등이 과대계상된 사실이 있음"
embezzlement_concealment_high,A-1유형-다,HIGH,수익통계 / 중복자금유출,L1-05+L2-03+L3-02+L4-01+L4-03,False,"K사는 대표이사가 허위의 매입세금계산서를 교부받아 매출원가를 허위 계상하고, 허위의 매출세금계산서를 교부하여 매출 및 외상매출금을 허위 계상하며, 실제 대여 사실이 없음에도 단기대여금을 허위 계상하는 등 자금을 임의로 사용하였음"
embezzlement_concealment_high,A-1유형-마,HIGH,수익통계,L2-03+L3-02+L4-01+L4-03,False,K사는 G사 등 104개 거래처와 허위의 세금계산서를 수수하는 방법으로 매출액 및 매출채권을 43억원 과대계상함
embezzlement_concealment_high,A-3유형-가,HIGH,중복자금유출,L2-02+L3-02+L4-03,False,B사는 대표이사의 차입금 담보로 제공된 예금이 상계처리되자 이를 은폐할 목적으로 국민주택채권 354억원을 매입한 것처럼 하여 매도가능증권을 동액만큼 허위로 계상
embezzlement_concealment_high,유형자산허위-1,HIGH,중복자금유출,L1-05+L2-02+L3-02+L4-03,False,회사의 대표이사이자 최대주주 B는 차명 주주 및 대표이사를 내세운 C사에 공사비를 과도하게 지급하고 가공공사가 실제 실행된 것처럼 허위증빙들을 작성하여 유형자산 및 감가상각비를 과대계상하였다
embezzlement_concealment_high,FSS2008-05-1,HIGH,중복자금유출,L1-05+L1-07+L2-02+L3-02,False,A사는 B2B전자결제 중개업 인수 후 경영진이 내부 결재절차 없이 페이퍼컴퍼니에 대한 대여를 가장하여 회사자금을 무단인출하고 사후적으로 계약서 및 담보서류 등 증빙자료를 허위작성하는 방식으로 자금을 유용하였음에도 대여금으로 허위계상하였다
embezzlement_concealment_high,대여금허위-1,HIGH,중복자금유출,L1-05+L2-02+L3-09+L4-03,False,"C사는 장기 연체된 D사 매출채권 회수를 위해 완전자본잠식 상태인 E사의 매도가능증권을 100억원으로 계상하고 D사 매출채권이 모두 회수된 것으로 처리하였으며, 대표이사는 선급금 명목으로 자금을 인출하여 E사에 송금 후 다시 회수하는 방식으로 매도가능증권이 정상 상환된 것으로 위장하였다"
embezzlement_concealment_high,매출채권허위-1,HIGH,중복자금유출,L1-06+L2-02+L3-02+L4-03,False,"회사는 부실거래처(前 재무담당임원이 설립)에 대한 자금유출액 및 임직원 횡령으로 추정되는 금액을 매출채권으로 허위계상하고, 회수가능성이 없는 동 금액을 임의로 정상거래처에 대한 매출채권으로 가장하는 등 회계장부를 조작하였으며, 실제 거래처 담당자와 무관한 제3자로 하여금 감사인에게 채권"
embezzlement_concealment_high,FSS2112-06-1,HIGH,중복자금유출 / 승인통제,L1-05+L1-06+L2-02+L4-03,False,"회사는 부회장 겸 공시담당이사 B가 회사의 자기주식 100만주(장부가액 102억원)를 담보로 제공한 뒤, 실물 출고한 다음 C 등의 차명계좌에 입고시켜 장내 처분하고 동 처분대금을 회사에 입금하지 않았다. 회사는 이같은 사실을 인지하지 못하여 자기주식의 인출과 매도와 관련하여 아무런 회"
embezzlement_concealment_high,FSS2112-09-1,HIGH,중복자금유출 / 승인통제,L1-04+L2-02+L3-02+L4-03,False,"의료기기 도매업을 영위하는 A사의 신규 경영진은 주식 및 경영권을 양수하는 과정에서 횡령 및 배임이 발생하였고, C사 주식에 대한 주식양수도계약을 허위로 체결하고 계약금 및 중도금 명목으로 57억원을 D의 계좌에 송금(선급금으로 회계처리)한 뒤, 이를 인출하여 사채업자에 상환하였다. 선"
embezzlement_concealment_high,선급금허위-1,HIGH,중복자금유출 / 승인통제,L1-05+L2-02+L3-02+L4-03,False,현 경영진이 前 대표이사의 인출 자금에 대해 정당한 지출증빙 등이 없어 상환요구하고 상환확약서까지 징구한 사실은 회사가 前 대표이사의 횡령·배임 혐의를 인지하였다는 것을 의미함에도 회사는 前 대표이사가 인출한 자금을 선급금을 과대계상하였다.
embezzlement_concealment_high,감리2013-1-가,HIGH(NEW조합),중복자금유출,L2-05+L3-02+L4-03,False,"A사는 누적된 손실을 은폐하고자 현금 및 대여금으로 가공계상 해오던 자산이 X7년 반기말에 회수되어 금융기관에 예치된 것처럼 꾸미기 위해 H은행으로부터 9,800백만원을 차입한 후, 이를 동 은행에 재예치하면서 '단기금융상품'으로 계상하고 동 '차입금'은 계상하지 아니하여, 차입금을 9"
embezzlement_concealment_high,감리2013-1-나,HIGH,수익통계 / 중복자금유출,L2-03+L2-05+L3-02+L4-01+L4-03,False,"B사는 매 사업연도말에 차입금 연장 등 자금조달을 위해 영업이익이 이자비용을 누락하거나 가공의 매출 및 매출채권을 계상하는 등의 방법으로 매년 이익을 조작하였고, 기업어음(CP) 발행으로 인한 단기차입금 등의 부채와 가공의 매출채권이나 관계회사에 대한 대여금 등의 자산을 매년 상계처리하"
embezzlement_concealment_high,FSS2008-27-1,MEDIUM,중복자금유출 / 승인통제,L1-07+L2-02+L3-02,True,"A사는 'x5.12.31. 고객전문모집인 B와 고객알선계약 체결하고 현금 5억원을 지급하였으나 지급수수료 회계처리를 누락하였고, 일시적인 차입으로 현금 등의 외부유출을 숨겼으며, 동 차입금의 차입·상환시에도 일체의 회계처리를 누락하였다."
embezzlement_concealment_high,FSS2008-25-1,HIGH,중복자금유출 / 결산시점,L1-06+L2-02+L3-04+L3-09,False,K저축은행은 회사직원과 차주가 공모하여 이자대납을 위해 대출받는 등 실질적인 연체여신에 대해 관련 규정을 준수하지 않고 대손충당금을 적립하였다. 연체 사실을 숨기기 위해 회사직원과 공모하여 추가대출을 받았는데 해당 여신은 물론이고 해당 여신의 이자를 대납하기 위한 대출도 연체와 동일한 
embezzlement_concealment_high,A-6유형-가,HIGH(NEW조합),중복자금유출,L2-05+L3-02+L4-03,False,"A사는 누적된 손실을 은폐하고자 현금 및 대여금으로 가공계상 해오던 자산이 X7년 반기말에 회수된 것처럼 꾸미기 위해 H은행으로부터 9,800백만원을 차입한 후, 이를 동 은행에 재예치하면서 '단기금융상품'으로 계상하고 동 '차입금'은 계상하지 아니하여, 차입금을 과소계상하고 자기자본을"
embezzlement_concealment_high,A-6유형-나,HIGH,수익통계 / 중복자금유출,L2-03+L2-05+L3-02+L4-01+L4-03,False,"B사는 매 사업연도말에 차입금 연장 등 자금조달을 위해 가공의 매출 및 매출채권을 계상하는 등의 방법으로 매년 이익을 조작하였고, 기업어음(CP) 발행으로 인한 단기차입금 등의 부채와 가공의 매출채권이나 관계회사에 대한 대여금 등의 자산을 매년 상계처리하여 부채비율이 양호한 것처럼 처리"
embezzlement_concealment_high,A-7유형-나,HIGH,수익통계 / 중복자금유출,L2-03+L2-05+L3-02+L4-01+L4-03,False,"B사는 매 사업연도말에 차입금 연장 등 자금조달을 위해 영업이익이 이자비용을 누락하거나 가공의 매출 및 매출채권을 계상하는 등의 방법으로 매년 이익을 조작하였고, 기업어음(CP) 발행으로 인한 단기차입금 등의 부채와 가공의 매출채권이나 관계회사에 대한 대여금 등의 자산을 매년 상계처리하"
embezzlement_concealment_high,FSS2008-20-1,HIGH,중복자금유출 / 승인통제,L1-05+L2-02+L3-02+L4-03,False,"실질사주였던 A씨는 완전자본잠식에 의한 상장폐지가 우려되자 60억원은 A씨가 사채업자로부터 조달한 금액으로, 주금을 납입한 즉시 인출하여 사채업자에게 변제하였다. 또한 회사는 D사와 허위 부동산 매매계약을 체결하였으며, 유형자산 및 미수금을 허위계상하였다."
embezzlement_concealment_high,FSS1912-17-1,HIGH,중복자금유출 / 승인통제,L1-05+L1-06+L2-02+L3-03+L4-03,False,"F사 최대주주이자 대표이사인 A는 F사의 구매팀을 없애는 대신, 차명으로 G사를 설립하여 G사가 F사 제품 생산에 필요한 원재료 일체를 구매하여 제공하도록 하였다. 이러한 계약을 기초로 F사는 원재료 등 구입명목으로 G사에 회사 자금을 지급한 후 선급금으로 계상하였고 대표이사 A는 이를"
embezzlement_concealment_high,FSS2112-15-01,HIGH,중복자금유출 / 승인통제,L1-05+L2-03+L3-10,False,"""경영진이 최대주주이자 업무집행지시자 C의 지시에 따라 단기대여금 명목으로 회사의 자금을 인출한 바, 회사가 임직원 등의 부당 자금인출 등을 은폐하기 위하여 단기대여금 50억원을 허위계상하였다고 지적하였다"""
embezzlement_concealment_high,FSS2112-18-01,HIGH,중복자금유출 / 승인통제,L1-05+L2-03+L3-03,False,"""회사 대표이사는 동 대금을 회사가 아닌 회사의 모회사인 C사에 입금하도록 하고 선수금 등 관련한 회계처리를 누락하였다…선수금을 회사 모회사인 C사가 수취하는 것처럼 외관상 꾸미는 방식으로 지급액 270억원에 대하여 회계처리하지 아니함으로써 선수금을 과소계상하였다"""
embezzlement_concealment_high,FSS2311-17-01,HIGH,중복자금유출 / 승인통제,L1-05+L1-07+L2-02+L3-02,False,"""대표이사 甲은 가족 및 지인을 회사의 직원으로 가장하여 급여를 지급하고 타인명의 계좌로 반환받는 방법으로 회사자금을 횡령하였고, 임직원 단기대여금 명목으로 회사자금을 임직원들에게 이체한 뒤 동 금액을 횡령하였다."""
embezzlement_concealment_high,FSS2405-02-01,HIGH,수익통계,L2-03+L3-02+L4-01+L4-03,False,"회사는 이면약정에 따라 실물재고의 이동이 없이 허위의 세금계산서를 발행하여 서류상으로만 매입 및 매출을 처리하는 등 재화의 소유에 따른 유의적인 위험과 보상이 이전되지 않았음에도 매출 등을 허위로 인식하였다. 또한, 회사는 동 허위매출 등을 발생시킨 이면약정을 은폐하여 외부감사인의 정상"
embezzlement_concealment_high,FSS2405-04-01,HIGH,수익통계,L2-03+L3-02+L4-01+L4-03,False,"회사는 영업실적을 부풀리기 위해 중고폰 유통업을 실제로 영위하지 않았음에도 가공세금계산서 발급 등의 불법 행위를 통해 허위의 매출 및 매출원가를 계상하였다. 감사인에게 제시할 금융거래내역을 만들어내기 위해 실질사주로부터 일정 자금을 빌려 매출처에서 회사, 회사에서 매입처 등으로 순차적으"
embezzlement_concealment_high,FSS2405-10,HIGH,중복자금유출,L2-02+L2-03+L3-02+L3-03+L3-09+L4-03,False,"""회사는 경영진의 횡령을 은폐하기 위해 거래처와 실물재고의 이동이 없는 허위계약을 체결하거나 허위의 건설계약을 체결하여 가공의 자산 및 비용을 인식하였다. 또한, 경영진이 차명으로 설립한 B사와 허위의 물량보증계약을 체결하고 이를 이행한 것처럼 허위로 외주가공비 등을 지급함으로써 자산과"
embezzlement_concealment_high,FSS2409-01,HIGH,수익통계,L2-03+L3-02+L3-03+L3-11+L4-01+L4-03,False,"""회사는 홍콩에 소재한 기존 주력 거래처(B사)와 공모하여 B사로부터 소개받은 업체(C사)에 P제품을 수출하고, B사로부터 다른 용도의 새로운 원재료(P-1, P-2)를 매입한 것처럼 외관을 형성하고, 수출입대금이 원활하게 융통되는 것으로 위장하기 위해 B사에 원재료 수입대금을 先지급하"
